"","Plot_ID","n_months","var_name","sim_value","obs_value","residual_value"
"526",49,348,"basal_area",23.596490635696,27.9,4.30350936430396
"527",49,420,"basal_area",30.1880707303357,20.7,-9.48807073033574
"528",49,495,"basal_area",30.6699815368143,24.3,-6.36998153681432
"529",50,85,"basal_area",23.1329514138607,25,1.86704858613932
"530",50,144,"basal_area",28.9071659796795,24.4,-4.50716597967951
"531",50,205,"basal_area",29.049755898435,28.8,-0.249755898434952
"532",50,348,"basal_area",32.6025053831596,23.8,-8.80250538315957
"533",50,420,"basal_area",38.5237494832321,24.7,-13.8237494832321
"534",50,495,"basal_area",36.7396740551096,27.2,-9.53967405510955
"535",51,85,"basal_area",13.6767925424057,22.6,8.92320745759432
"536",51,144,"basal_area",19.9582458713028,18.5,-1.45824587130275
"537",51,205,"basal_area",25.9135396884864,24.1,-1.81353968848636
"538",51,348,"basal_area",26.2907360833273,33.6,7.30926391667269
"539",51,420,"basal_area",32.3032166444998,20.7,-11.6032166444998
"540",51,495,"basal_area",37.8116709134728,23.8,-14.0116709134728
"541",52,85,"basal_area",15.3529469366025,25.1,9.74705306339755
"542",52,144,"basal_area",21.2674756680967,12.9,-8.36747566809665
"543",52,205,"basal_area",27.0624209480518,16.8,-10.2624209480518
"544",52,348,"basal_area",39.3610367296276,23.8,-15.5610367296276
"545",52,420,"basal_area",46.0576325279135,27,-19.0576325279135
"546",52,495,"basal_area",51.8112151645811,29.8,-22.0112151645811
"547",53,85,"basal_area",18.7929773887381,27.6,8.80702261126189
"548",53,144,"basal_area",25.1882331917512,24.1,-1.0882331917512
"549",53,205,"basal_area",20.969533363815,30.5,9.53046663618496
"550",53,348,"basal_area",24.9068828446552,25.6,0.693117155344837
"551",53,420,"basal_area",29.6246714411318,22.6,-7.02467144113178
"552",53,495,"basal_area",28.8819736195102,24.7,-4.18197361951019
"553",54,85,"basal_area",15.7127550102113,26.1,10.3872449897887
"554",54,144,"basal_area",21.6508459436082,17.8,-3.85084594360824
"555",54,205,"basal_area",27.5365504661495,21.8,-5.73655046614952
"556",54,348,"basal_area",27.7425918825498,29.4,1.65740811745021
"557",54,420,"basal_area",33.6512743761891,18.5,-15.1512743761891
"558",54,495,"basal_area",39.1007646496696,21.3,-17.8007646496696
"559",55,85,"basal_area",15.4590461443767,27,11.5409538556233
"560",55,144,"basal_area",21.3904855477938,16.3,-5.09048554779384
"561",55,205,"basal_area",19.4475242539248,20.1,0.652475746075194
"562",55,348,"basal_area",23.7723824995171,20.1,-3.67238249951713
"563",55,420,"basal_area",29.3385914121099,17.1,-12.2385914121099
"564",55,495,"basal_area",26.6672168497887,19.9,-6.76721684978866
"565",56,85,"basal_area",20.3520856633127,19.7,-0.652085663312675
"566",56,144,"basal_area",27.0253760041409,23.3,-3.7253760041409
"567",56,205,"basal_area",22.3230697325484,27.7,5.37693026745161
"568",56,348,"basal_area",26.5464445173672,24.6,-1.94644451736724
"569",56,420,"basal_area",32.730407567121,23.2,-9.53040756712103
"570",56,495,"basal_area",29.9310882143113,25.7,-4.23108821431126
"571",57,85,"basal_area",24.5071568870838,25.4,0.892843112916196
"572",57,144,"basal_area",30.7377264696525,29.1,-1.63772646965251
"573",57,205,"basal_area",35.6731188746281,33.8,-1.87311887462806
"574",57,348,"basal_area",44.2857586177361,42.9,-1.38575861773614
"575",57,420,"basal_area",46.586692224251,45.2,-1.38669222425103
"576",57,495,"basal_area",50.1055224420709,46.7,-3.40552244207089
"577",1,72,"volume",164.3690744605,157.5,-6.86907446050003
"578",1,171,"volume",139.465825481499,269.1,129.634174518501
"579",1,209,"volume",168.472041568879,230.9,62.4279584311205
"580",2,72,"volume",194.254191445532,2321.95121951219,2127.69702806666
"581",2,168,"volume",204.205515651285,1380.81656804733,1176.61105239605
"582",2,239,"volume",226.539101977297,1208.17297297297,981.633870995673
"583",2,275,"volume",226.309652085368,876.454081632653,650.144429547285
"584",2,397,"volume",288.706857684393,909.527777777777,620.820920093384
"585",3,72,"volume",161.589016453148,2524.61363636363,2363.02461991048
"586",3,168,"volume",182.134719931875,1533.34104046242,1351.20632053055
"587",3,239,"volume",206.041439499606,1411.7619047619,1205.72046526229
"588",3,275,"volume",200.136931940206,807.557788944723,607.420857004517
"589",3,397,"volume",280.666722826751,781.369863013698,500.703140186947
"590",4,72,"volume",115.404171380813,2491.77049180327,2376.36632042246
"591",4,168,"volume",156.703479059749,1561.14285714285,1404.4393780831
"592",4,239,"volume",162.009540486377,1613.33668341708,1451.3271429307
"593",5,72,"volume",178.861158071013,2547.80152671755,2368.94036864654
"594",5,168,"volume",196.431660601021,1703.22289156626,1506.79123096524
"595",5,239,"volume",216.431875818303,1594.35028248587,1377.91840666757
"596",5,275,"volume",203.891071395142,899.010869565217,695.119798170075
"597",5,400,"volume",293.970262381742,813.895522388059,519.925260006317
"598",6,72,"volume",195.929736508284,1897.95918367346,1702.02944716518
"599",6,168,"volume",217.246477493822,1372.43349753694,1155.18702004312
"600",6,209,"volume",192.384239110794,NA,NA
"601",7,72,"volume",168.263884031763,2385.6,2217.33611596824
"602",7,168,"volume",199.064682456891,1487.00571428571,1287.94103182882
"603",7,209,"volume",222.153483994186,NA,NA
"604",8,72,"volume",235.151546334431,3849.5294117647,3614.37786543027
"605",8,168,"volume",227.364045508955,2193.81818181818,1966.45413630923
"606",8,240,"volume",228.133543693287,1353.47058823529,1125.337044542
"607",8,275,"volume",244.198355896062,1227.72727272727,983.528916831208
"608",8,398,"volume",324.179830663618,1203.31797235023,879.138141686612
"609",9,72,"volume",206.361568230326,1962.08450704225,1755.72293881192
"610",9,171,"volume",170.619272103717,1213.7,1043.08072789628
"611",9,240,"volume",228.680867229464,1271.27601809954,1042.59515087008
"612",9,275,"volume",210.257441789443,383.5807860262,173.323344236757
"613",9,398,"volume",290.483452031533,343.829268292682,53.3458162611492
"614",10,72,"volume",182.101094450809,1893.87234042553,1711.77124597472
"615",10,171,"volume",166.289546682783,1398.16483516483,1231.87528848205
"616",10,240,"volume",224.152223546121,1195.4081632653,971.255939719179
"617",10,275,"volume",214.906580682444,581.702970297029,366.796389614585
"618",10,398,"volume",305.555687972025,595.228699551569,289.673011579544
"619",11,72,"volume",274.45670623975,2509.11764705882,2234.66094081907
"620",11,171,"volume",214.870851954285,1597.74719101123,1382.87633905694
"621",11,209,"volume",245.159618253979,NA,NA
"622",12,72,"volume",261.502659585776,2775.375,2513.87234041422
"623",12,171,"volume",196.502264762707,1578.675,1382.17273523729
"624",12,209,"volume",226.687724719545,NA,NA
"625",13,72,"volume",214.980724682949,1969.49640287769,1754.51567819474
"626",13,171,"volume",171.177022909624,1367.01063829787,1195.83361538825
"627",13,209,"volume",200.643961332436,NA,NA
"628",14,72,"volume",263.600127540496,2919.41721854304,2655.81709100254
"629",14,171,"volume",191.9680940402,2000.22580645161,1808.25771241141
"630",14,239,"volume",249.73832618934,1608.47448979591,1358.73616360657
"631",14,275,"volume",237.257629152793,1113.16582914572,875.908199992927
"632",14,398,"volume",327.220858226941,1009.71219512195,682.491336895009
"633",15,72,"volume",213.776986234704,3407.4496124031,3193.6726261684
"634",15,171,"volume",170.26337476643,2117.46470588235,1947.20133111592
"635",15,239,"volume",227.724597019361,1476.19672131147,1248.47212429211
"636",15,275,"volume",229.18080944314,1007.79581151832,778.61500207518
"637",15,398,"volume",288.050226942317,1052.02450980392,763.974282861603
"638",16,72,"volume",279.469972122679,2409.31333333333,2129.84336121065
"639",16,171,"volume",206.705977300217,1643.21608040201,1436.51010310179
"640",16,209,"volume",236.259560952728,NA,NA
"641",17,72,"volume",255.653664453636,2286.893081761,2031.23941730736
"642",17,171,"volume",180.474950869,1504.16666666666,1323.69171579766
"643",17,240,"volume",237.698093528748,1304.97933884297,1067.28124531422
"644",18,72,"volume",281.134811505645,2894.97183098591,2613.83701948027
"645",18,171,"volume",206.705440519459,1783.15217391304,1576.44673339358
"646",18,239,"volume",264.671344918638,1177.41176470588,912.740419787242
"647",18,275,"volume",267.132284475286,845.070422535211,577.938138059925
"648",18,398,"volume",352.52524814975,877.493670886076,524.968422736326
"649",19,72,"volume",275.55899100657,2824.06578947368,2548.50679846711
"650",19,171,"volume",193.687041306275,1954.81773399014,1761.13069268386
"651",19,239,"volume",251.139909388491,1006.5871559633,755.447246574809
"652",19,275,"volume",271.158160831049,939.885462555066,668.727301724017
"653",19,398,"volume",339.037012078741,1001.888,662.850987921259
"654",20,72,"volume",245.662174859312,2852.08053691275,2606.41836205344
"655",20,174,"volume",168.72217077234,1723.80582524271,1555.08365447037
"656",20,240,"volume",225.929218273977,1215.82062780269,989.891409528713
"657",20,275,"volume",216.02084345285,569.135593220338,353.114749767488
"658",20,398,"volume",298.55959728726,555.72480620155,257.16520891429
"659",21,72,"volume",221.968844878047,2548.74468085106,2326.77583597301
"660",21,171,"volume",160.265708603931,1570.08415841584,1409.81844981191
"661",21,209,"volume",189.755092295358,NA,NA
"662",22,72,"volume",187.409444657919,2213.94039735099,2026.53095269307
"663",22,171,"volume",200.273822693742,1446.89393939393,1246.62011670019
"664",22,209,"volume",223.423336255061,NA,NA
"665",23,72,"volume",217.586860376078,2290.16296296296,2072.57610258688
"666",23,171,"volume",166.62650414107,1748.53179190751,1581.90528776644
"667",23,239,"volume",223.912297626124,992.941798941799,769.029501315675
"668",23,275,"volume",234.571992666534,827.085427135678,592.513434469143
"669",23,398,"volume",298.65329456507,850.224215246636,551.570920681566
"670",24,72,"volume",176.236754535964,2162.304964539,1986.06821000304
"671",24,171,"volume",191.185327190476,1670.49444444444,1479.30911725396
"672",24,239,"volume",221.461600487749,1145.45588235294,923.994281865191
"673",24,275,"volume",242.443459383912,746.683720930232,504.24026154632
"674",24,398,"volume",329.866073029519,749.173553719008,419.307480689489
"675",25,72,"volume",136.371612126814,128.3,-8.07161212681405
"676",25,94,"volume",138.29903012027,142.7,4.40096987972964
"677",25,145,"volume",183.020819567024,151.1,-31.920819567024
"678",25,241,"volume",242.769198191274,248.8,6.03080180872612
"679",25,289,"volume",282.809507427172,245.3,-37.5095074271722
"680",25,337,"volume",300.910274186607,295.3,-5.61027418660728
"681",25,421,"volume",364.639006696078,297.9,-66.7390066960782
"682",25,528,"volume",460.68407471284,396.3,-64.3840747128404
"683",25,661,"volume",550.138275178318,521,-29.1382751783179
"684",26,72,"volume",139.095265304264,167.3,28.2047346957358
"685",26,94,"volume",145.360491612481,139.5,-5.8604916124807
"686",26,145,"volume",190.878032007038,105.6,-85.2780320070383
"687",26,241,"volume",273.760208612854,196.4,-77.3602086128541
"688",26,289,"volume",315.067859510128,242.8,-72.267859510128
"689",26,337,"volume",355.904446621249,298.1,-57.8044466212486
"690",26,421,"volume",413.790158156755,379.2,-34.5901581567549
"691",26,528,"volume",504.018801458392,499.5,-4.51880145839203
"692",26,661,"volume",573.562678232201,642.5,68.9373217677993
"693",27,72,"volume",141.716509743957,134.3,-7.41650974395731
"694",27,94,"volume",156.111522987569,148.7,-7.4115229875695
"695",27,145,"volume",197.229022058792,146,-51.229022058792
"696",27,241,"volume",264.145931479954,242.6,-21.5459314799539
"697",27,289,"volume",305.346143905649,228.2,-77.1461439056494
"698",27,337,"volume",363.412389365289,284.1,-79.3123893652892
"699",27,421,"volume",472.317834546187,298.7,-173.617834546187
"700",27,528,"volume",541.896445799683,410.6,-131.296445799683
"701",27,661,"volume",605.537439217374,526.1,-79.437439217374
"702",28,72,"volume",151.564721803519,182.4,30.835278196481
"703",28,145,"volume",189.493983492692,196.7,7.2060165073076
"704",28,241,"volume",251.045026513324,254.6,3.55497348667566
"705",28,289,"volume",292.364502493522,239.4,-52.9645024935218
"706",28,337,"volume",309.575410074299,299.1,-10.4754100742986
"707",28,421,"volume",370.916072321871,301.9,-69.0160723218709
"708",28,528,"volume",462.568872032886,417.3,-45.2688720328856
"709",28,661,"volume",554.663008265569,534,-20.6630082655688
"710",29,72,"volume",137.661765875667,145.1,7.43823412433258
"711",29,145,"volume",180.746501670023,178.5,-2.24650167002338
"712",29,241,"volume",244.491499231823,237.5,-6.9914992318233
"713",29,289,"volume",279.489334217893,196.2,-83.2893342178926
"714",29,337,"volume",304.189277028936,246.5,-57.6892770289361
"715",29,421,"volume",347.723012063472,261.6,-86.1230120634718
"716",29,528,"volume",418.714528565015,365.5,-53.214528565015
"717",29,661,"volume",481.106837657141,479.3,-1.80683765714139
"718",30,72,"volume",151.36032021371,168.2,16.8396797862899
"719",30,94,"volume",150.317773086967,182.4,32.082226913033
"720",30,145,"volume",194.67199385437,171.9,-22.7719938543702
"721",30,241,"volume",260.850315298086,299.9,39.0496847019143
"722",30,289,"volume",303.32305232225,193.8,-109.52305232225
"723",30,337,"volume",346.929888115073,247.1,-99.8298881150727
"724",30,421,"volume",411.273071603708,328.7,-82.5730716037082
"725",30,528,"volume",501.84567996796,436.1,-65.7456799679596
"726",30,661,"volume",602.747055201565,548.4,-54.3470552015649
"727",31,72,"volume",142.948849164943,147.4,4.45115083505672
"728",31,145,"volume",176.252335228141,204.5,28.2476647718593
"729",31,241,"volume",240.929307867384,262,21.070692132616
"730",31,289,"volume",273.182426165025,313.5,40.3175738349754
"731",31,337,"volume",290.568024875349,373.1,82.5319751246514
"732",31,421,"volume",329.177632789347,444,114.822367210653
"733",31,528,"volume",371.073343194125,555.6,184.526656805875
"734",31,661,"volume",416.416509064311,638.8,222.383490935689
"735",32,72,"volume",154.023473165671,165.6,11.5765268343294
"736",32,145,"volume",185.058056827566,241.6,56.5419431724342
"737",32,241,"volume",245.712505046089,268,22.2874949539111
"738",32,289,"volume",286.936990027615,233.1,-53.8369900276146
"739",32,337,"volume",306.332697146116,297.8,-8.53269714611588
"740",32,421,"volume",365.753527640631,315.2,-50.5535276406309
"741",32,528,"volume",461.92620486865,437.3,-24.6262048686502
"742",32,661,"volume",556.729227412481,553.7,-3.02922741248074
"743",33,61,"volume",208.670609686686,344.3,135.629390313314
"744",33,120,"volume",151.961042254158,477.8,325.838957745842
"745",34,61,"volume",149.188193068888,333.2,184.011806931112
"746",34,120,"volume",115.972424600727,379.4,263.427575399273
"747",35,61,"volume",187.065274195814,380.6,193.534725804186
"748",35,120,"volume",141.798762860401,481.5,339.701237139599
"749",36,61,"volume",177.748905971193,376.2,198.451094028807
"750",36,120,"volume",148.873945251582,442.8,293.926054748418
"751",37,61,"volume",258.334052282259,449.6,191.265947717741
"752",37,120,"volume",217.556622645556,574.1,356.543377354444
"753",38,97,"volume",192.908740076428,316.9,123.991259923572
"754",38,182,"volume",206.544470313965,250.9,44.3555296860353
"755",38,289,"volume",215.643896821223,368.3,152.656103178777
"756",38,397,"volume",176.504032653026,299.1,122.595967346974
"757",38,505,"volume",207.577336855509,255.4,47.8226631444913
"758",39,97,"volume",135.418316351519,214.5,79.0816836484811
"759",39,182,"volume",153.73750286188,216.9,63.1624971381198
"760",39,289,"volume",186.313486669672,256.3,69.9865133303276
"761",39,349,"volume",189.882971404681,225.8,35.9170285953191
"762",39,505,"volume",265.561396297687,230.4,-35.161396297687
"763",40,97,"volume",172.483743629331,178.6,6.11625637066874
"764",40,182,"volume",240.890510951606,275.1,34.2094890483936
"765",40,289,"volume",312.889720443223,412.7,99.8102795567771
"766",40,397,"volume",292.100712433472,463.1,170.999287566528
"767",40,505,"volume",365.187452029315,378.4,13.2125479706847
"768",41,97,"volume",156.035828999351,315.9,159.864171000649
"769",41,182,"volume",197.316233866974,294.1,96.7837661330256
"770",41,289,"volume",210.169767947664,410.1,199.930232052336
"771",41,397,"volume",271.23039914766,344.7,73.4696008523401
"772",41,505,"volume",267.665875799471,400.6,132.934124200529
"773",42,97,"volume",166.033549856366,306.5,140.466450143634
"774",42,182,"volume",183.640405735723,315.2,131.559594264277
"775",42,289,"volume",202.659757731402,364.1,161.440242268598
"776",42,397,"volume",217.296724070814,342.4,125.103275929186
"777",42,505,"volume",229.974959613492,288.2,58.2250403865081
"778",43,97,"volume",217.920914249427,251.6,33.679085750573
"779",43,182,"volume",189.640368540885,346.7,157.059631459115
"780",43,289,"volume",253.680301916413,355.8,102.119698083587
"781",43,397,"volume",247.923303912863,375.2,127.276696087137
"782",43,505,"volume",275.821693548217,227,-48.8216935482168
"783",44,97,"volume",268.97156722549,371.7,102.72843277451
"784",44,182,"volume",270.454158681225,466.8,196.345841318775
"785",44,289,"volume",256.543337626906,597,340.456662373094
"786",44,397,"volume",228.265614363043,565.5,337.234385636957
"787",44,505,"volume",243.828682313575,350.4,106.571317686424
"788",45,97,"volume",154.896262632455,312.3,157.403737367545
"789",45,182,"volume",204.780679067811,297.3,92.519320932189
"790",45,289,"volume",216.855385167372,429,212.144614832628
"791",45,397,"volume",280.783355928908,344.3,63.516644071092
"792",45,505,"volume",324.173105527562,415,90.8268944724377
"793",46,85,"volume",117.992559504976,180.6,62.607440495024
"794",46,144,"volume",165.869896465762,181.7,15.8301035342381
"795",46,205,"volume",150.853215067736,260.1,109.246784932264
"796",46,348,"volume",205.627506630078,268.3,62.6724933699225
"797",46,420,"volume",266.338108016583,224.9,-41.4381080165833
"798",46,494,"volume",280.23869402375,270.2,-10.0386940237498
"799",47,85,"volume",111.776118612376,165.1,53.3238813876241
"800",47,144,"volume",162.713408945325,173.1,10.3865910546745
"801",47,205,"volume",148.465858301074,218.2,69.7341416989255
"802",47,348,"volume",211.384438909097,244.2,32.8155610909029
"803",47,420,"volume",273.522302295795,221.3,-52.222302295795
"804",47,494,"volume",268.089059900926,266.8,-1.28905990092574
"805",48,85,"volume",163.854054076244,158.9,-4.95405407624358
"806",48,144,"volume",202.847717371196,213.6,10.7522826288042
"807",48,205,"volume",236.463983651162,274.9,38.436016348838
"808",48,348,"volume",279.391950971784,418.8,139.408049028216
"809",48,420,"volume",286.882835393445,449,162.117164606555
"810",48,494,"volume",311.422864852968,474.4,162.977135147032
"811",49,85,"volume",155.849808161625,157.6,1.75019183837509
"812",49,144,"volume",204.014498818144,212,7.98550118185645
"813",49,205,"volume",158.867016093548,268.8,109.932983906452
"814",49,348,"volume",190.809608838901,248.3,57.4903911610995
"815",49,420,"volume",252.301142473769,197.6,-54.7011424737687
"816",49,495,"volume",263.496135416205,243.9,-19.5961354162049
"817",50,85,"volume",156.617407781327,157.9,1.28259221867253
"818",50,144,"volume",202.4997463416,166,-36.4997463416003
"819",50,205,"volume",213.641819255725,215.7,2.05818074427449
"820",50,348,"volume",252.553952029088,184.1,-68.4539520290883
"821",50,420,"volume",306.429249426762,205.6,-100.829249426762
"822",50,495,"volume",301.796392556955,248.8,-52.9963925569545
"823",51,85,"volume",98.0582636758553,142.9,44.8417363241447
"824",51,144,"volume",150.525025121176,134.9,-15.6250251211764
"825",51,205,"volume",202.396786994332,196.5,-5.89678699433153
"826",51,348,"volume",227.444777168235,328,100.555222831765
"827",51,420,"volume",287.276357933539,211.5,-75.7763579335389
"828",51,495,"volume",343.431004326171,266.6,-76.8310043261714
"829",52,85,"volume",115.771359605347,164.6,48.8286403946529
"830",52,144,"volume",167.923797343847,96.2,-71.7237973438467
"831",52,205,"volume",220.689122039552,131.4,-89.2891220395518
"832",52,348,"volume",337.500533626097,207.1,-130.400533626097
"833",52,420,"volume",403.319885034506,250.8,-152.519885034506
"834",52,495,"volume",460.913699781137,303.1,-157.813699781137
"835",53,85,"volume",135.041028680424,195.8,60.7589713195758
"836",53,144,"volume",188.237729326684,191.5,3.26227067331567
"837",53,205,"volume",168.706522543474,271.5,102.793477456526
"838",53,348,"volume",215.349324237493,255.1,39.7506757625065
"839",53,420,"volume",263.563493001335,242.6,-20.9634930013354
"840",53,495,"volume",264.27032681812,282.7,18.4296731818802
"841",54,85,"volume",115.191143344245,183.7,68.5088566557553
"842",54,144,"volume",165.998517799928,140.9,-25.0985177999281
"843",54,205,"volume",218.035854946853,188.7,-29.3358549468533
"844",54,348,"volume",241.739279494718,280.4,38.6607205052815
"845",54,420,"volume",300.908193844962,188.7,-112.208193844962
"846",54,495,"volume",356.737783861174,227.2,-129.537783861174
"847",55,85,"volume",114.644284468996,182.2,67.5557155310036
"848",55,144,"volume",166.029181869334,125.2,-40.8291818693336
"849",55,205,"volume",159.813786291645,165.7,5.88621370835477
"850",55,348,"volume",211.144867309555,187.3,-23.8448673095547
"851",55,420,"volume",268.031370785694,169.6,-98.4313707856939
"852",55,495,"volume",252.67496378959,208.5,-44.1749637895902
"853",56,85,"volume",138.911556985974,130.3,-8.61155698597352
"854",56,144,"volume",191.601525652006,175.5,-16.1015256520055
"855",56,205,"volume",167.761535994555,224.8,57.0384640054454
"856",56,348,"volume",213.464491373446,221.8,8.33550862655446
"857",56,420,"volume",271.277862551304,227.3,-43.9778625513042
"858",56,495,"volume",256.309425325104,272.6,16.290574674896
"859",57,85,"volume",164.087618138191,167.5,3.41238186180922
"860",57,144,"volume",212.53363076899,217.7,5.16636923101038
"861",57,205,"volume",252.891626868575,270,17.1083731314249
"862",57,348,"volume",327.537234728257,390.7,63.1627652717427
"863",57,420,"volume",352.107665987613,438.6,86.4923340123868
"864",57,495,"volume",385.21173059887,496.1,110.88826940113
"865",1,72,"dbh",12.1904095535138,12.4698118978573,0.279402344343486
"866",1,171,"dbh",16.5256301551346,17.6363410451616,1.11071089002697
"867",1,209,"dbh",17.9614426147166,22.5167553869698,4.55531277225318
"868",2,72,"dbh",13.1222519039124,13.2142237377853,0.0919718338729343
"869",2,168,"dbh",16.534996834656,18.9050409669153,2.37004413225933
"870",2,239,"dbh",20.0355650990114,21.9033063361873,1.86774123717595
"871",2,275,"dbh",21.9731047388775,26.5395041413034,4.56639940242586
"872",2,397,"dbh",26.6614281782682,28.7061511122223,2.04472293395414
"873",3,72,"dbh",11.6705870840331,12.7181968646577,1.04760978062463
"874",3,168,"dbh",15.1638883089368,19.0223311909875,3.8584428820507
"875",3,239,"dbh",18.6363025883842,21.0362153284824,2.39991274009818
"876",3,275,"dbh",21.3849379444276,28.5411894229138,7.15625147848617
"877",3,397,"dbh",25.7207268509162,31.7756612790792,6.05493442816299
"878",4,72,"dbh",12.5746879784184,11.8055624400424,-0.769125538375977
"879",4,168,"dbh",17.0303409497013,17.6442394537585,0.613898504057222
"880",4,239,"dbh",25.1064955345739,17.8777139242863,-7.22878161028756
"881",5,72,"dbh",12.051590574579,12.4688690365729,0.417278461993948
"882",5,168,"dbh",15.4621425658276,17.390971747682,1.9288291818544
"883",5,239,"dbh",19.045004926488,19.0933544543178,0.048349527829803
"884",5,275,"dbh",23.4269225417262,27.1533716031177,3.72644906139147
"885",5,400,"dbh",27.6949851341876,30.5064083821203,2.81142324793273
"886",6,72,"dbh",14.0658706281315,15.7344957313771,1.66862510324557
"887",6,168,"dbh",17.1209263096292,22.6293037476105,5.50837743798128
"888",6,209,"dbh",19.8309023175779,28.4622321741944,8.63132985661646
"889",7,72,"dbh",14.5933639144047,13.5763243079282,-1.01703960647654
"890",7,168,"dbh",18.8277748826155,19.4614612033129,0.633686320697382
"891",7,209,"dbh",19.7612087660078,17.4204881802415,-2.34072058576634
"892",8,72,"dbh",11.5828275765746,12.0700674053106,0.487239828735991
"893",8,168,"dbh",14.4791252177686,18.0221959184526,3.54307070068402
"894",8,240,"dbh",18.3697067057983,24.5019721487343,6.13226544293599
"895",8,275,"dbh",19.4317911821673,26.1247445630414,6.6929533808741
"896",8,398,"dbh",22.7588283885864,28.4983914027172,5.73956301413081
"897",9,72,"dbh",14.276484253686,15.7914151503117,1.51493089662568
"898",9,171,"dbh",19.1560762553195,24.276733496623,5.12065724130349
"899",9,240,"dbh",21.7968807311805,24.7368548120336,2.9399740808531
"900",9,275,"dbh",30.1014137962282,45.8767035110453,15.7752897148171
"901",9,398,"dbh",36.290531026652,50.7271513561031,14.4366203294511
"902",10,72,"dbh",13.9271014665416,14.7924000938642,0.865298627322574
"903",10,171,"dbh",18.4862733064418,20.6012907745701,2.1150174681283
"904",10,240,"dbh",21.0876932770368,23.2247835462383,2.13709026920153
"905",10,275,"dbh",24.8319511991775,33.8652003657035,9.03324916652603
"906",10,398,"dbh",29.0003922795799,36.7806609005481,7.78026862096819
"907",11,72,"dbh",14.8077206767964,14.6417432346263,-0.165977442170078
"908",11,171,"dbh",19.0771347612477,20.3226938973285,1.24555913608078
"909",11,209,"dbh",20.2193007007609,25.1136350595237,4.8943343587628
"910",12,72,"dbh",14.0721130801344,13.985889400844,-0.0862236792904447
"911",12,171,"dbh",18.8175282864966,20.5800413715202,1.7625130850236
"912",12,209,"dbh",20.0413610396606,26.0276374840874,5.98627644442678
"913",13,72,"dbh",15.0273229581603,15.2372766088794,0.209953650719116
"914",13,171,"dbh",19.8260671726744,20.5768671847448,0.750800012070428
"915",13,209,"dbh",21.2643723519982,27.2475531528334,5.98318080083516
"916",14,72,"dbh",13.5315539749926,13.5567719327673,0.0252179577746823
"917",14,171,"dbh",18.4258989308241,18.2403184124519,-0.185580518372234
"918",14,239,"dbh",20.6922771509036,20.9300733886902,0.237796237786604
"919",14,275,"dbh",30.0732383771438,29.1141002448611,-0.959138132282725
"920",14,398,"dbh",34.6532603480198,31.6130150594321,-3.04024528858771
"921",15,72,"dbh",11.844903831601,12.2662885823434,0.421384750742416
"922",15,171,"dbh",16.3560569945357,16.8229744595047,0.466917464968965
"923",15,239,"dbh",18.5936141072831,21.7858389032984,3.19222479601529
"924",15,275,"dbh",20.6850598675645,26.9660984842086,6.28103861664408
"925",15,398,"dbh",25.6412396267551,28.0464255058175,2.40518587906237
"926",16,72,"dbh",15.4408721019451,15.118248276838,-0.322623825107128
"927",16,171,"dbh",20.34757322294,20.4150372105949,0.0674639876549108
"928",16,209,"dbh",21.5825565585069,27.5778177121165,5.99526115360957
"929",17,72,"dbh",15.0261065508366,15.9151527656444,0.889046214807809
"930",17,171,"dbh",20.7168856612127,22.4579172410633,1.74103157985056
"931",17,240,"dbh",23.3918320754558,23.8942013937663,0.502369318310521
"932",18,72,"dbh",14.2417615453788,14.1572131748104,-0.0845483705684291
"933",18,171,"dbh",19.0367508189506,19.2545422394134,0.21779142046276
"934",18,239,"dbh",21.2289966357166,25.1859042558809,3.9569076201643
"935",18,275,"dbh",23.057707105864,30.3563357555234,7.29862864965939
"936",18,398,"dbh",26.3798875247307,32.5497158317631,6.16982830703244
"937",19,72,"dbh",14.255046118479,14.7929031145625,0.537856996083459
"938",19,171,"dbh",18.9974406443095,19.7657527485763,0.768312104266808
"939",19,239,"dbh",21.3029289815302,29.4019926981991,8.09906371666888
"940",19,275,"dbh",22.2774122339558,30.7018453452843,8.42443311132851
"941",19,398,"dbh",25.9299751676058,31.77318240589,5.84320723828418
"942",20,72,"dbh",13.2149455317103,14.3239536974993,1.10900816578896
"943",20,174,"dbh",18.4962986243389,21.6640906775273,3.16779205318842
"944",20,240,"dbh",21.0375709340238,27.4496228301769,6.41205189615311
"945",20,275,"dbh",25.3458260460326,41.3280082671262,15.9821822210936
"946",20,398,"dbh",30.0870296636405,44.2316770162089,14.1446473525684
"947",21,72,"dbh",13.3671772931497,13.8328409759721,0.465663682822361
"948",21,171,"dbh",18.6345369317516,19.768140107088,1.13360317533638
"949",21,209,"dbh",20.0753195043636,27.3478608108669,7.27254130650331
"950",22,72,"dbh",15.6889753925314,14.96790092162,-0.721074470911361
"951",22,171,"dbh",20.8203036868445,21.1827864500331,0.362482763188627
"952",22,209,"dbh",21.8490933497703,28.2542206474969,6.40512729772664
"953",23,72,"dbh",13.7952604635919,14.1391323972317,0.34387193363985
"954",23,171,"dbh",18.5027811288182,17.7977788773304,-0.705002251487805
"955",23,239,"dbh",21.0777376589444,25.5204794508508,4.44274179190639
"956",23,275,"dbh",22.6294799614603,28.8340098939111,6.20452993245079
"957",23,398,"dbh",27.0626099988365,30.5392856255431,3.47667562670665
"958",24,72,"dbh",14.5009168566705,13.8886812684741,-0.612235588196423
